A,B,C,D,E,F,most important category,model,survey,id
Yes,No,Yes,No,Yes,No,A,gemma2:2b,underreporting,85
No,Yes,Yes,No,Yes,Yes,B,gemma2:2b,underreporting,86
No,No,Yes,No,Yes,Yes,F,gemma2:2b,underreporting,87
No,No,Yes,No,No,No,C,gemma2:2b,underreporting,88
No,Yes,Yes,No,No,Yes,F,gemma2:2b,underreporting,89
No,Yes,Yes,No,Yes,No,B,gemma2:2b,underreporting,90
No,Yes,Yes,No,No,Yes,B,gemma2:2b,underreporting,91
Yes,Yes,Yes,No,No,No,C,gemma2:2b,underreporting,92
Yes,No,No,No,No,No,A,gemma2:2b,underreporting,93
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,94
No,Yes,Yes,No,Yes,No,C,gemma2:2b,underreporting,95
No,No,Yes,No,No,Yes,C,gemma2:2b,underreporting,96
Yes,No,Yes,Yes,No,No,C,gemma2:2b,underreporting,97
No,No,Yes,No,Yes,Yes,E,gemma2:2b,underreporting,98
No,No,No,No,No,No,None,gemma2:2b,underreporting,99
No,No,Yes,No,No,No,C,gemma2:2b,underreporting,100
