A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,39
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,40
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,41
No,Yes,Yes,No,No,Yes,B,llama3.1:8b,underreporting,42
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,43
No,Yes,No,No,Yes,No,B,llama3.1:8b,underreporting,44
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,45
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,46
No,No,Yes,No,Yes,Yes,F,llama3.1:8b,underreporting,47
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,48
Yes,No,Yes,No,No,No,C,llama3.1:8b,underreporting,49
Yes,No,No,Yes,No,No,A,llama3.1:8b,underreporting,50
No,No,Yes,No,Yes,Yes,F,llama3.1:8b,underreporting,51
No,No,Yes,No,Yes,No,E,llama3.1:8b,underreporting,52
No,Yes,No,No,Yes,Yes,B,llama3.1:8b,underreporting,53
No,Yes,No,No,Yes,No,B,llama3.1:8b,underreporting,54
Yes,No,Yes,No,Yes,No,E,llama3.1:8b,underreporting,55
No,Yes,No,Yes,Yes,Yes,B,llama3.1:8b,underreporting,56
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,57
Yes,No,Yes,No,No,No,A,llama3.1:8b,underreporting,58
Yes,No,Yes,No,Yes,No,E,llama3.1:8b,underreporting,59
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,60
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,61
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,62
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,63
1.0,0.0,1.0,0.0,0.0,0.0,C,llama3.1:8b,underreporting,64
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,65
No,No,Yes,No,No,Yes,C,llama3.1:8b,underreporting,66
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,67
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,68
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,69
Yes,No,Yes,No,No,No,C,llama3.1:8b,underreporting,70
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,71
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,72
Yes,No,No,No,No,No,A,llama3.1:8b,underreporting,73
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,74
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,75
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,76
Yes,No,Yes,No,Yes,No,A,llama3.1:8b,underreporting,77
Yes,No,Yes,Yes,No,No,C,llama3.1:8b,underreporting,78
Yes,No,Yes,No,No,No,A,llama3.1:8b,underreporting,79
No,No,No,No,Yes,Yes,F,llama3.1:8b,underreporting,80
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,81
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,82
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,83
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,84
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,85
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,86
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,87
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,88
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,89
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,90
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,91
Yes,No,Yes,Yes,Yes,No,C,llama3.1:8b,underreporting,92
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,93
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,94
No,No,No,No,Yes,Yes,E,llama3.1:8b,underreporting,95
No,Yes,Yes,No,Yes,No,C,llama3.1:8b,underreporting,96
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,97
No,No,Yes,No,Yes,Yes,C,llama3.1:8b,underreporting,98
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,99
No,No,Yes,No,No,No,C,llama3.1:8b,underreporting,100
