A,B,C,D,E,F,most important category,model,survey,id
No,Yes,Yes,Yes,No,Yes,D,llama3.1:70b,underreporting,62
No,Yes,No,No,Yes,Yes,F,llama3.1:70b,underreporting,63
No,Yes,Yes,Yes,No,Yes,F,llama3.1:70b,underreporting,64
No,Yes,Yes,No,Yes,Yes,C,llama3.1:70b,underreporting,65
No,No,Yes,No,Yes,Yes,C,llama3.1:70b,underreporting,66
No,Yes,Yes,Yes,No,No,C,llama3.1:70b,underreporting,67
No,Yes,Yes,No,No,Yes,B,llama3.1:70b,underreporting,68
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,69
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,70
No,Yes,Yes,No,No,Yes,B,llama3.1:70b,underreporting,71
No,Yes,Yes,Yes,No,Yes,B,llama3.1:70b,underreporting,72
No,No,Yes,No,No,Yes,C,llama3.1:70b,underreporting,73
No,Yes,No,No,Yes,Yes,B,llama3.1:70b,underreporting,74
No,Yes,Yes,No,No,Yes,F,llama3.1:70b,underreporting,75
No,Yes,No,Yes,Yes,No,B,llama3.1:70b,underreporting,76
No,No,Yes,No,No,Yes,C,llama3.1:70b,underreporting,77
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,78
No,No,Yes,No,Yes,No,C,llama3.1:70b,underreporting,79
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,80
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,81
No,Yes,Yes,Yes,No,Yes,F,llama3.1:70b,underreporting,82
No,Yes,No,No,Yes,Yes,F,llama3.1:70b,underreporting,83
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,84
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,85
No,Yes,Yes,Yes,No,Yes,F,llama3.1:70b,underreporting,86
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,87
No,Yes,Yes,No,Yes,No,B,llama3.1:70b,underreporting,88
No,No,Yes,No,Yes,Yes,C,llama3.1:70b,underreporting,89
No,No,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,90
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,91
No,Yes,Yes,No,Yes,No,C,llama3.1:70b,underreporting,92
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,93
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,94
No,No,Yes,No,Yes,Yes,C,llama3.1:70b,underreporting,95
No,Yes,Yes,No,No,Yes,C,llama3.1:70b,underreporting,96
No,No,Yes,Yes,No,Yes,F,llama3.1:70b,underreporting,97
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,98
No,Yes,Yes,No,Yes,No,B,llama3.1:70b,underreporting,99
No,Yes,Yes,No,Yes,Yes,F,llama3.1:70b,underreporting,100
