A,B,C,D,E,F,most important category,model,survey,id
No,Yes,Yes,No,Yes,Yes,C,gpt-4o,underreporting,68
Yes,Yes,Yes,Yes,Yes,No,C,gpt-4o,underreporting,69
No,Yes,Yes,No,Yes,Yes,F,gpt-4o,underreporting,70
No,Yes,Yes,Yes,No,Yes,F,gpt-4o,underreporting,71
No,Yes,Yes,Yes,No,Yes,C,gpt-4o,underreporting,72
No,No,No,No,No,No,None,gpt-4o,underreporting,73
No,Yes,No,No,Yes,Yes,F,gpt-4o,underreporting,74
No,Yes,Yes,No,No,No,B,gpt-4o,underreporting,75
No,Yes,No,No,No,Yes,B,gpt-4o,underreporting,76
Yes,Yes,Yes,No,No,No,C,gpt-4o,underreporting,77
No,Yes,Yes,No,Yes,Yes,F,gpt-4o,underreporting,78
No,Yes,Yes,Yes,No,Yes,B,gpt-4o,underreporting,79
No,Yes,Yes,No,Yes,Yes,B,gpt-4o,underreporting,80
No,Yes,Yes,No,No,Yes,B,gpt-4o,underreporting,81
No,Yes,Yes,Yes,No,Yes,B,gpt-4o,underreporting,82
No,Yes,No,No,No,Yes,B,gpt-4o,underreporting,83
No,Yes,No,No,Yes,No,B,gpt-4o,underreporting,84
No,Yes,Yes,No,No,Yes,B,gpt-4o,underreporting,85
No,Yes,Yes,Yes,Yes,Yes,B,gpt-4o,underreporting,86
Yes,Yes,No,No,No,Yes,F,gpt-4o,underreporting,87
No,Yes,Yes,Yes,Yes,No,B,gpt-4o,underreporting,88
No,Yes,No,Yes,No,Yes,D,gpt-4o,underreporting,89
No,Yes,No,No,No,Yes,B,gpt-4o,underreporting,90
No,Yes,Yes,No,No,Yes,C,gpt-4o,underreporting,91
No,Yes,Yes,No,No,Yes,B,gpt-4o,underreporting,92
No,Yes,Yes,Yes,No,Yes,B,gpt-4o,underreporting,93
No,Yes,No,No,No,Yes,B,gpt-4o,underreporting,94
No,Yes,Yes,No,Yes,Yes,B,gpt-4o,underreporting,95
No,Yes,Yes,No,Yes,Yes,F,gpt-4o,underreporting,96
No,Yes,No,No,Yes,Yes,B,gpt-4o,underreporting,97
No,Yes,No,No,Yes,No,B,gpt-4o,underreporting,98
No,Yes,No,Yes,No,No,B,gpt-4o,underreporting,99
No,Yes,No,Yes,Yes,Yes,B,gpt-4o,underreporting,100
