A,B,C,D,E,F,most important category,model,survey,id
No,Yes,Yes,No,No,Yes,C,gemma2:9b,underreporting,44
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,45
No,Yes,Yes,No,No,No,C,gemma2:9b,underreporting,46
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,47
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,48
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,49
No,Yes,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,50
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,51
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,52
No,Yes,Yes,No,No,Yes,C,gemma2:9b,underreporting,53
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,54
No,Yes,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,55
Yes,No,Yes,Yes,Yes,No,C,gemma2:9b,underreporting,56
No,No,Yes,Yes,Yes,No,C,gemma2:9b,underreporting,57
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,58
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,59
No,Yes,Yes,No,No,Yes,C,gemma2:9b,underreporting,60
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,61
No,Yes,Yes,No,Yes,No,C,gemma2:9b,underreporting,62
No,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,63
No,No,Yes,No,Yes,No,E,gemma2:9b,underreporting,64
No,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,65
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,66
No,Yes,Yes,No,No,Yes,C,gemma2:9b,underreporting,67
No,No,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,68
Yes,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,69
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,70
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,71
No,No,Yes,Yes,No,No,C,gemma2:9b,underreporting,72
Yes,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,73
No,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,74
No,Yes,Yes,No,Yes,Yes,B,gemma2:9b,underreporting,75
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,76
No,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,77
No,No,No,No,Yes,No,E,gemma2:9b,underreporting,78
No,Yes,Yes,No,Yes,Yes,B,gemma2:9b,underreporting,79
No,Yes,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,80
No,Yes,Yes,No,Yes,No,C,gemma2:9b,underreporting,81
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,82
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,83
Yes,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,84
No,No,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,85
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,86
No,No,Yes,No,Yes,No,E,gemma2:9b,underreporting,87
No,No,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,88
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,89
No,Yes,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,90
No,Yes,Yes,No,Yes,Yes,B,gemma2:9b,underreporting,91
No,No,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,92
No,Yes,Yes,No,Yes,Yes,C,gemma2:9b,underreporting,93
No,No,Yes,No,No,Yes,C,gemma2:9b,underreporting,94
No,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,95
No,No,Yes,No,No,Yes,C,gemma2:9b,underreporting,96
No,No,Yes,No,Yes,Yes,E,gemma2:9b,underreporting,97
Yes,No,Yes,No,Yes,No,C,gemma2:9b,underreporting,98
Yes,No,Yes,Yes,Yes,No,E,gemma2:9b,underreporting,99
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,100
