A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,No,Yes,C,mistral:7b,underreporting,41
No,Yes,Yes,No,Yes,No,C,mistral:7b,underreporting,42
No,Yes,No,No,Yes,Yes,B,mistral:7b,underreporting,43
No,Yes,Yes,No,Yes,No,B,mistral:7b,underreporting,44
No,Yes,No,No,Yes,No,B,mistral:7b,underreporting,45
No,Yes,Yes,No,Yes,Yes,F,mistral:7b,underreporting,46
No,Yes,Yes,No,Yes,Yes,B,mistral:7b,underreporting,47
No,Yes,Yes,No,No,Yes,C,mistral:7b,underreporting,48
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,49
No,Yes,Yes,No,Yes,Yes,C,mistral:7b,underreporting,50
No,Yes,Yes,No,Yes,Yes,B,mistral:7b,underreporting,51
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,52
No,Yes,No,No,Yes,Yes,B,mistral:7b,underreporting,53
No,Yes,Yes,No,No,Yes,F,mistral:7b,underreporting,54
No,Yes,No,No,Yes,Yes,F,mistral:7b,underreporting,55
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,56
No,Yes,No,No,Yes,Yes,B,mistral:7b,underreporting,57
No,Yes,No,Yes,No,Yes,B,mistral:7b,underreporting,58
No,Yes,Yes,No,Yes,Yes,F,mistral:7b,underreporting,59
No,Yes,Yes,No,No,Yes,F,mistral:7b,underreporting,60
No,Yes,Yes,No,No,Yes,F,mistral:7b,underreporting,61
No,Yes,No,No,Yes,Yes,B,mistral:7b,underreporting,62
No,Yes,Yes,No,Yes,Yes,F,mistral:7b,underreporting,63
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,64
No,Yes,Yes,No,Yes,No,B,mistral:7b,underreporting,65
No,Yes,Yes,No,Yes,No,C,mistral:7b,underreporting,66
No,No,Yes,Yes,No,Yes,F,mistral:7b,underreporting,67
No,No,Yes,No,No,Yes,C,mistral:7b,underreporting,68
No,Yes,Yes,No,Yes,Yes,B,mistral:7b,underreporting,69
No,Yes,Yes,No,No,Yes,F,mistral:7b,underreporting,70
No,Yes,No,No,Yes,No,B,mistral:7b,underreporting,71
No,Yes,Yes,No,Yes,No,B,mistral:7b,underreporting,72
No,No,Yes,No,No,No,C,mistral:7b,underreporting,73
No,No,Yes,No,Yes,Yes,C,mistral:7b,underreporting,74
No,Yes,Yes,No,Yes,No,C,mistral:7b,underreporting,75
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,76
No,Yes,Yes,No,Yes,Yes,B,mistral:7b,underreporting,77
No,Yes,Yes,No,No,Yes,C,mistral:7b,underreporting,78
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,79
No,Yes,Yes,No,Yes,No,B,mistral:7b,underreporting,80
No,Yes,Yes,No,No,No,B,mistral:7b,underreporting,81
No,Yes,Yes,No,No,No,B,mistral:7b,underreporting,82
No,Yes,Yes,No,No,Yes,F,mistral:7b,underreporting,83
No,No,No,No,No,Yes,F,mistral:7b,underreporting,84
No,Yes,Yes,No,Yes,Yes,F,mistral:7b,underreporting,85
Yes,No,Yes,No,No,Yes,F,mistral:7b,underreporting,86
No,No,Yes,No,No,Yes,C,mistral:7b,underreporting,87
0,0,1,0,1,1,F,mistral:7b,underreporting,88
No,No,Yes,No,No,Yes,F,mistral:7b,underreporting,89
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,90
No,Yes,Yes,No,No,Yes,B,mistral:7b,underreporting,91
No,No,No,No,Yes,Yes,F,mistral:7b,underreporting,92
No,Yes,No,No,No,Yes,B,mistral:7b,underreporting,93
No,Yes,No,No,No,Yes,B,mistral:7b,underreporting,94
No,Yes,Yes,No,No,No,B,mistral:7b,underreporting,95
No,Yes,No,No,Yes,Yes,B,mistral:7b,underreporting,96
No,Yes,Yes,No,Yes,Yes,F,mistral:7b,underreporting,97
No,No,Yes,No,No,No,C,mistral:7b,underreporting,98
No,Yes,Yes,No,No,Yes,F,mistral:7b,underreporting,99
No,No,No,No,Yes,Yes,F,mistral:7b,underreporting,100
