A,B,C,D,E,F,most important category,model,survey,id
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,55
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,56
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,57
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,58
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,59
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,60
No,No,No,Yes,Yes,Yes,F,gemma2:27b,underreporting,61
No,No,Yes,No,No,Yes,C,gemma2:27b,underreporting,62
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,63
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,64
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,65
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,66
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,67
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,68
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,69
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,70
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,71
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,72
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,73
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,74
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,75
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,76
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,77
No,Yes,No,No,No,Yes,F,gemma2:27b,underreporting,78
No,Yes,No,No,No,Yes,F,gemma2:27b,underreporting,79
No,Yes,Yes,No,No,Yes,F,gemma2:27b,underreporting,80
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,81
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,82
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,83
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,84
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,85
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,86
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,87
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,88
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,89
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,90
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,91
No,No,Yes,No,No,Yes,F,gemma2:27b,underreporting,92
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,93
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,94
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,95
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,96
No,No,No,No,Yes,Yes,F,gemma2:27b,underreporting,97
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,98
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,99
No,No,No,No,No,Yes,F,gemma2:27b,underreporting,100
