A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,76
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,77
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,78
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,79
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,80
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,81
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,82
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,83
No,Yes,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,84
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,85
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,86
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,87
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,88
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,89
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,90
No,Yes,Yes,No,No,Yes,F,gemini-1.5-flash-002,underreporting,91
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,92
No,No,Yes,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,93
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,94
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,95
No,Yes,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,96
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,97
No,No,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,98
No,No,No,No,No,Yes,F,gemini-1.5-flash-002,underreporting,99
No,Yes,No,No,Yes,Yes,F,gemini-1.5-flash-002,underreporting,100
