A,B,C,D,E,F,most important category,model,survey,id
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,57
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,58
Yes,No,No,No,Yes,No,E,llama3.1:8b,underreporting,59
Yes,No,No,No,No,No,A,llama3.1:8b,underreporting,60
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,61
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,62
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,63
Yes,No,No,No,No,Yes,A,llama3.1:8b,underreporting,64
No,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,65
No,No,Yes,No,No,Yes,C,llama3.1:8b,underreporting,66
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,67
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,68
Yes,No,No,No,Yes,No,E,llama3.1:8b,underreporting,69
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,70
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,71
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,72
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,73
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,74
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,75
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,76
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,77
Yes,No,No,No,No,No,A,llama3.1:8b,underreporting,78
Yes,No,No,No,No,No,A,llama3.1:8b,underreporting,79
No,No,No,No,Yes,Yes,F,llama3.1:8b,underreporting,80
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,81
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,82
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,83
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,84
Yes,No,No,No,No,No,A,llama3.1:8b,underreporting,85
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,86
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,87
Yes,No,No,No,No,No,A,llama3.1:8b,underreporting,88
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,89
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,90
No,No,No,No,Yes,No,E,llama3.1:8b,underreporting,91
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,92
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,93
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,94
No,No,No,No,Yes,Yes,E,llama3.1:8b,underreporting,95
Yes,Yes,No,No,Yes,No,A,llama3.1:8b,underreporting,96
Yes,No,No,No,Yes,No,A,llama3.1:8b,underreporting,97
No,No,Yes,No,No,Yes,C,llama3.1:8b,underreporting,98
Yes,No,No,No,Yes,No,E,llama3.1:8b,underreporting,99
Yes,No,Yes,No,Yes,No,C,llama3.1:8b,underreporting,100
