A,B,C,D,E,F,most important category,model,survey,id
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,66
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,67
No,No,No,Yes,Yes,Yes,F,gemma2:9b,underreporting,68
No,Yes,No,No,Yes,Yes,F,gemma2:9b,underreporting,69
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,70
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,71
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,72
No,Yes,No,No,Yes,Yes,F,gemma2:9b,underreporting,73
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,74
No,Yes,No,No,Yes,Yes,F,gemma2:9b,underreporting,75
No,Yes,No,No,No,Yes,F,gemma2:9b,underreporting,76
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,77
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,78
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,79
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,80
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,81
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,82
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,83
No,Yes,Yes,No,No,Yes,F,gemma2:9b,underreporting,84
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,85
No,Yes,Yes,No,No,Yes,F,gemma2:9b,underreporting,86
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,87
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,88
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,89
No,Yes,Yes,No,No,Yes,F,gemma2:9b,underreporting,90
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,91
No,No,Yes,No,Yes,Yes,F,gemma2:9b,underreporting,92
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,93
No,No,Yes,No,No,Yes,C,gemma2:9b,underreporting,94
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,95
No,Yes,Yes,No,No,Yes,F,gemma2:9b,underreporting,96
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,97
No,No,No,No,No,Yes,F,gemma2:9b,underreporting,98
No,No,No,No,Yes,Yes,F,gemma2:9b,underreporting,99
No,No,Yes,No,No,Yes,F,gemma2:9b,underreporting,100
