A,B,C,D,E,F,most important category,model,survey,id
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,33
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,34
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,35
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,36
No,Yes,No,Yes,Yes,Yes,F,llama3.1:8b,overreporting,37
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,38
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,39
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,40
Yes,No,Yes,No,Yes,Yes,A,llama3.1:8b,overreporting,41
No,No,Yes,No,Yes,Yes,F,llama3.1:8b,overreporting,42
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,43
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,44
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,45
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,46
No,No,Yes,No,Yes,Yes,F,llama3.1:8b,overreporting,47
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,48
No,No,Yes,No,Yes,Yes,F,llama3.1:8b,overreporting,49
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,50
No,No,No,Yes,Yes,No,E,llama3.1:8b,overreporting,51
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,52
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,53
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,54
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,55
No,Yes,No,No,No,Yes,F,llama3.1:8b,overreporting,56
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,57
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,58
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,59
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,60
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,61
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,62
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,63
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,64
No,Yes,No,Yes,Yes,Yes,F,llama3.1:8b,overreporting,65
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,66
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,67
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,68
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,69
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,70
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,71
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,72
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,73
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,74
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,75
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,76
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,77
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,78
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,79
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,80
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,81
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,82
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,83
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,84
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,85
No,No,Yes,No,No,Yes,F,llama3.1:8b,overreporting,86
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,87
No,Yes,No,Yes,Yes,Yes,F,llama3.1:8b,overreporting,88
No,No,Yes,No,No,Yes,F,llama3.1:8b,overreporting,89
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,90
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,91
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,92
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,93
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,94
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,95
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,96
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,97
No,Yes,No,No,Yes,Yes,F,llama3.1:8b,overreporting,98
No,No,No,No,No,Yes,F,llama3.1:8b,overreporting,99
No,No,No,No,Yes,Yes,F,llama3.1:8b,overreporting,100
